CHR,featureChunkFile
20,meta-exonlist_sorted.chr20.chunk00000
20,meta-exonlist_sorted.chr20.chunk00001
20,meta-exonlist_sorted.chr20.chunk00002
20,meta-exonlist_sorted.chr20.chunk00003
20,meta-exonlist_sorted.chr20.chunk00004
20,meta-exonlist_sorted.chr20.chunk00005
20,meta-exonlist_sorted.chr20.chunk00006
20,meta-exonlist_sorted.chr20.chunk00007
20,meta-exonlist_sorted.chr20.chunk00008
20,meta-exonlist_sorted.chr20.chunk00009
20,meta-exonlist_sorted.chr20.chunk00010
20,meta-exonlist_sorted.chr20.chunk00011
20,meta-exonlist_sorted.chr20.chunk00012
20,meta-exonlist_sorted.chr20.chunk00013
20,meta-exonlist_sorted.chr20.chunk00014
20,meta-exonlist_sorted.chr20.chunk00015
20,meta-exonlist_sorted.chr20.chunk00016
20,meta-exonlist_sorted.chr20.chunk00017
20,meta-exonlist_sorted.chr20.chunk00018
20,meta-exonlist_sorted.chr20.chunk00019
20,meta-exonlist_sorted.chr20.chunk00020
20,meta-exonlist_sorted.chr20.chunk00021
20,meta-exonlist_sorted.chr20.chunk00022
20,meta-exonlist_sorted.chr20.chunk00023
20,meta-exonlist_sorted.chr20.chunk00024
20,meta-exonlist_sorted.chr20.chunk00025
20,meta-exonlist_sorted.chr20.chunk00026
20,meta-exonlist_sorted.chr20.chunk00027
20,meta-exonlist_sorted.chr20.chunk00028
20,meta-exonlist_sorted.chr20.chunk00029
20,meta-exonlist_sorted.chr20.chunk00030
20,meta-exonlist_sorted.chr20.chunk00031
20,meta-exonlist_sorted.chr20.chunk00032
20,meta-exonlist_sorted.chr20.chunk00033
20,meta-exonlist_sorted.chr20.chunk00034
20,meta-exonlist_sorted.chr20.chunk00035
20,meta-exonlist_sorted.chr20.chunk00036
20,meta-exonlist_sorted.chr20.chunk00037
20,meta-exonlist_sorted.chr20.chunk00038
20,meta-exonlist_sorted.chr20.chunk00039
20,meta-exonlist_sorted.chr20.chunk00040
20,meta-exonlist_sorted.chr20.chunk00041
20,meta-exonlist_sorted.chr20.chunk00042
20,meta-exonlist_sorted.chr20.chunk00043
20,meta-exonlist_sorted.chr20.chunk00044
20,meta-exonlist_sorted.chr20.chunk00045
20,meta-exonlist_sorted.chr20.chunk00046
20,meta-exonlist_sorted.chr20.chunk00047
20,meta-exonlist_sorted.chr20.chunk00048
20,meta-exonlist_sorted.chr20.chunk00049
20,meta-exonlist_sorted.chr20.chunk00050
20,meta-exonlist_sorted.chr20.chunk00051
20,meta-exonlist_sorted.chr20.chunk00052
20,meta-exonlist_sorted.chr20.chunk00053
20,meta-exonlist_sorted.chr20.chunk00054
20,meta-exonlist_sorted.chr20.chunk00055
20,meta-exonlist_sorted.chr20.chunk00056
20,meta-exonlist_sorted.chr20.chunk00057
20,meta-exonlist_sorted.chr20.chunk00058
20,meta-exonlist_sorted.chr20.chunk00059
20,meta-exonlist_sorted.chr20.chunk00060
20,meta-exonlist_sorted.chr20.chunk00061
20,meta-exonlist_sorted.chr20.chunk00062
20,meta-exonlist_sorted.chr20.chunk00063
20,meta-exonlist_sorted.chr20.chunk00064
20,meta-exonlist_sorted.chr20.chunk00065
20,meta-exonlist_sorted.chr20.chunk00066
20,meta-exonlist_sorted.chr20.chunk00067
20,meta-exonlist_sorted.chr20.chunk00068
20,meta-exonlist_sorted.chr20.chunk00069
20,meta-exonlist_sorted.chr20.chunk00070
20,meta-exonlist_sorted.chr20.chunk00071
20,meta-exonlist_sorted.chr20.chunk00072
20,meta-exonlist_sorted.chr20.chunk00073
20,meta-exonlist_sorted.chr20.chunk00074
20,meta-exonlist_sorted.chr20.chunk00075
20,meta-exonlist_sorted.chr20.chunk00076
20,meta-exonlist_sorted.chr20.chunk00077
20,meta-exonlist_sorted.chr20.chunk00078
20,meta-exonlist_sorted.chr20.chunk00079
20,meta-exonlist_sorted.chr20.chunk00080
20,meta-exonlist_sorted.chr20.chunk00081
20,meta-exonlist_sorted.chr20.chunk00082
20,meta-exonlist_sorted.chr20.chunk00083
20,meta-exonlist_sorted.chr20.chunk00084
20,meta-exonlist_sorted.chr20.chunk00085
20,meta-exonlist_sorted.chr20.chunk00086
20,meta-exonlist_sorted.chr20.chunk00087
20,meta-exonlist_sorted.chr20.chunk00088
20,meta-exonlist_sorted.chr20.chunk00089
20,meta-exonlist_sorted.chr20.chunk00090
20,meta-exonlist_sorted.chr20.chunk00091
20,meta-exonlist_sorted.chr20.chunk00092
20,meta-exonlist_sorted.chr20.chunk00093
20,meta-exonlist_sorted.chr20.chunk00094
20,meta-exonlist_sorted.chr20.chunk00095
20,meta-exonlist_sorted.chr20.chunk00096
20,meta-exonlist_sorted.chr20.chunk00097
20,meta-exonlist_sorted.chr20.chunk00098
20,meta-exonlist_sorted.chr20.chunk00099
20,meta-exonlist_sorted.chr20.chunk00100
20,meta-exonlist_sorted.chr20.chunk00101
20,meta-exonlist_sorted.chr20.chunk00102
20,meta-exonlist_sorted.chr20.chunk00103
20,meta-exonlist_sorted.chr20.chunk00104
20,meta-exonlist_sorted.chr20.chunk00105
20,meta-exonlist_sorted.chr20.chunk00106
20,meta-exonlist_sorted.chr20.chunk00107
20,meta-exonlist_sorted.chr20.chunk00108
20,meta-exonlist_sorted.chr20.chunk00109
20,meta-exonlist_sorted.chr20.chunk00110
20,meta-exonlist_sorted.chr20.chunk00111
20,meta-exonlist_sorted.chr20.chunk00112
20,meta-exonlist_sorted.chr20.chunk00113
20,meta-exonlist_sorted.chr20.chunk00114
20,meta-exonlist_sorted.chr20.chunk00115
20,meta-exonlist_sorted.chr20.chunk00116
20,meta-exonlist_sorted.chr20.chunk00117
20,meta-exonlist_sorted.chr20.chunk00118
20,meta-exonlist_sorted.chr20.chunk00119
20,meta-exonlist_sorted.chr20.chunk00120
20,meta-exonlist_sorted.chr20.chunk00121
20,meta-exonlist_sorted.chr20.chunk00122
20,meta-exonlist_sorted.chr20.chunk00123
20,meta-exonlist_sorted.chr20.chunk00124
20,meta-exonlist_sorted.chr20.chunk00125
20,meta-exonlist_sorted.chr20.chunk00126
20,meta-exonlist_sorted.chr20.chunk00127
20,meta-exonlist_sorted.chr20.chunk00128
20,meta-exonlist_sorted.chr20.chunk00129
20,meta-exonlist_sorted.chr20.chunk00130
20,meta-exonlist_sorted.chr20.chunk00131
20,meta-exonlist_sorted.chr20.chunk00132
20,meta-exonlist_sorted.chr20.chunk00133
20,meta-exonlist_sorted.chr20.chunk00134
20,meta-exonlist_sorted.chr20.chunk00135
20,meta-exonlist_sorted.chr20.chunk00136
20,meta-exonlist_sorted.chr20.chunk00137
20,meta-exonlist_sorted.chr20.chunk00138
20,meta-exonlist_sorted.chr20.chunk00139
20,meta-exonlist_sorted.chr20.chunk00140
20,meta-exonlist_sorted.chr20.chunk00141
20,meta-exonlist_sorted.chr20.chunk00142
20,meta-exonlist_sorted.chr20.chunk00143
20,meta-exonlist_sorted.chr20.chunk00144
20,meta-exonlist_sorted.chr20.chunk00145
20,meta-exonlist_sorted.chr20.chunk00146
