CHR,featureChunkFile
14,meta-exonlist_sorted.chr14.chunk00000
14,meta-exonlist_sorted.chr14.chunk00001
14,meta-exonlist_sorted.chr14.chunk00002
14,meta-exonlist_sorted.chr14.chunk00003
14,meta-exonlist_sorted.chr14.chunk00004
14,meta-exonlist_sorted.chr14.chunk00005
14,meta-exonlist_sorted.chr14.chunk00006
14,meta-exonlist_sorted.chr14.chunk00007
14,meta-exonlist_sorted.chr14.chunk00008
14,meta-exonlist_sorted.chr14.chunk00009
14,meta-exonlist_sorted.chr14.chunk00010
14,meta-exonlist_sorted.chr14.chunk00011
14,meta-exonlist_sorted.chr14.chunk00012
14,meta-exonlist_sorted.chr14.chunk00013
14,meta-exonlist_sorted.chr14.chunk00014
14,meta-exonlist_sorted.chr14.chunk00015
14,meta-exonlist_sorted.chr14.chunk00016
14,meta-exonlist_sorted.chr14.chunk00017
14,meta-exonlist_sorted.chr14.chunk00018
14,meta-exonlist_sorted.chr14.chunk00019
14,meta-exonlist_sorted.chr14.chunk00020
14,meta-exonlist_sorted.chr14.chunk00021
14,meta-exonlist_sorted.chr14.chunk00022
14,meta-exonlist_sorted.chr14.chunk00023
14,meta-exonlist_sorted.chr14.chunk00024
14,meta-exonlist_sorted.chr14.chunk00025
14,meta-exonlist_sorted.chr14.chunk00026
14,meta-exonlist_sorted.chr14.chunk00027
14,meta-exonlist_sorted.chr14.chunk00028
14,meta-exonlist_sorted.chr14.chunk00029
14,meta-exonlist_sorted.chr14.chunk00030
14,meta-exonlist_sorted.chr14.chunk00031
14,meta-exonlist_sorted.chr14.chunk00032
14,meta-exonlist_sorted.chr14.chunk00033
14,meta-exonlist_sorted.chr14.chunk00034
14,meta-exonlist_sorted.chr14.chunk00035
14,meta-exonlist_sorted.chr14.chunk00036
14,meta-exonlist_sorted.chr14.chunk00037
14,meta-exonlist_sorted.chr14.chunk00038
14,meta-exonlist_sorted.chr14.chunk00039
14,meta-exonlist_sorted.chr14.chunk00040
14,meta-exonlist_sorted.chr14.chunk00041
14,meta-exonlist_sorted.chr14.chunk00042
14,meta-exonlist_sorted.chr14.chunk00043
14,meta-exonlist_sorted.chr14.chunk00044
14,meta-exonlist_sorted.chr14.chunk00045
14,meta-exonlist_sorted.chr14.chunk00046
14,meta-exonlist_sorted.chr14.chunk00047
14,meta-exonlist_sorted.chr14.chunk00048
14,meta-exonlist_sorted.chr14.chunk00049
14,meta-exonlist_sorted.chr14.chunk00050
14,meta-exonlist_sorted.chr14.chunk00051
14,meta-exonlist_sorted.chr14.chunk00052
14,meta-exonlist_sorted.chr14.chunk00053
14,meta-exonlist_sorted.chr14.chunk00054
14,meta-exonlist_sorted.chr14.chunk00055
14,meta-exonlist_sorted.chr14.chunk00056
14,meta-exonlist_sorted.chr14.chunk00057
