CHR,featureChunkFile
16,meta-exonlist_sorted.chr16.chunk00000
16,meta-exonlist_sorted.chr16.chunk00001
16,meta-exonlist_sorted.chr16.chunk00002
16,meta-exonlist_sorted.chr16.chunk00003
16,meta-exonlist_sorted.chr16.chunk00004
16,meta-exonlist_sorted.chr16.chunk00005
16,meta-exonlist_sorted.chr16.chunk00006
16,meta-exonlist_sorted.chr16.chunk00007
16,meta-exonlist_sorted.chr16.chunk00008
16,meta-exonlist_sorted.chr16.chunk00009
16,meta-exonlist_sorted.chr16.chunk00010
16,meta-exonlist_sorted.chr16.chunk00011
16,meta-exonlist_sorted.chr16.chunk00012
16,meta-exonlist_sorted.chr16.chunk00013
16,meta-exonlist_sorted.chr16.chunk00014
16,meta-exonlist_sorted.chr16.chunk00015
16,meta-exonlist_sorted.chr16.chunk00016
16,meta-exonlist_sorted.chr16.chunk00017
16,meta-exonlist_sorted.chr16.chunk00018
16,meta-exonlist_sorted.chr16.chunk00019
16,meta-exonlist_sorted.chr16.chunk00020
16,meta-exonlist_sorted.chr16.chunk00021
16,meta-exonlist_sorted.chr16.chunk00022
16,meta-exonlist_sorted.chr16.chunk00023
16,meta-exonlist_sorted.chr16.chunk00024
16,meta-exonlist_sorted.chr16.chunk00025
16,meta-exonlist_sorted.chr16.chunk00026
16,meta-exonlist_sorted.chr16.chunk00027
16,meta-exonlist_sorted.chr16.chunk00028
16,meta-exonlist_sorted.chr16.chunk00029
16,meta-exonlist_sorted.chr16.chunk00030
16,meta-exonlist_sorted.chr16.chunk00031
16,meta-exonlist_sorted.chr16.chunk00032
16,meta-exonlist_sorted.chr16.chunk00033
16,meta-exonlist_sorted.chr16.chunk00034
16,meta-exonlist_sorted.chr16.chunk00035
16,meta-exonlist_sorted.chr16.chunk00036
16,meta-exonlist_sorted.chr16.chunk00037
16,meta-exonlist_sorted.chr16.chunk00038
16,meta-exonlist_sorted.chr16.chunk00039
16,meta-exonlist_sorted.chr16.chunk00040
16,meta-exonlist_sorted.chr16.chunk00041
16,meta-exonlist_sorted.chr16.chunk00042
16,meta-exonlist_sorted.chr16.chunk00043
16,meta-exonlist_sorted.chr16.chunk00044
16,meta-exonlist_sorted.chr16.chunk00045
16,meta-exonlist_sorted.chr16.chunk00046
16,meta-exonlist_sorted.chr16.chunk00047
16,meta-exonlist_sorted.chr16.chunk00048
16,meta-exonlist_sorted.chr16.chunk00049
16,meta-exonlist_sorted.chr16.chunk00050
16,meta-exonlist_sorted.chr16.chunk00051
16,meta-exonlist_sorted.chr16.chunk00052
16,meta-exonlist_sorted.chr16.chunk00053
16,meta-exonlist_sorted.chr16.chunk00054
16,meta-exonlist_sorted.chr16.chunk00055
16,meta-exonlist_sorted.chr16.chunk00056
16,meta-exonlist_sorted.chr16.chunk00057
16,meta-exonlist_sorted.chr16.chunk00058
16,meta-exonlist_sorted.chr16.chunk00059
16,meta-exonlist_sorted.chr16.chunk00060
16,meta-exonlist_sorted.chr16.chunk00061
16,meta-exonlist_sorted.chr16.chunk00062
16,meta-exonlist_sorted.chr16.chunk00063
16,meta-exonlist_sorted.chr16.chunk00064
16,meta-exonlist_sorted.chr16.chunk00065
16,meta-exonlist_sorted.chr16.chunk00066
16,meta-exonlist_sorted.chr16.chunk00067
16,meta-exonlist_sorted.chr16.chunk00068
16,meta-exonlist_sorted.chr16.chunk00069
16,meta-exonlist_sorted.chr16.chunk00070
16,meta-exonlist_sorted.chr16.chunk00071
16,meta-exonlist_sorted.chr16.chunk00072
16,meta-exonlist_sorted.chr16.chunk00073
16,meta-exonlist_sorted.chr16.chunk00074
16,meta-exonlist_sorted.chr16.chunk00075
16,meta-exonlist_sorted.chr16.chunk00076
16,meta-exonlist_sorted.chr16.chunk00077
16,meta-exonlist_sorted.chr16.chunk00078
16,meta-exonlist_sorted.chr16.chunk00079
16,meta-exonlist_sorted.chr16.chunk00080
16,meta-exonlist_sorted.chr16.chunk00081
16,meta-exonlist_sorted.chr16.chunk00082
16,meta-exonlist_sorted.chr16.chunk00083
16,meta-exonlist_sorted.chr16.chunk00084
16,meta-exonlist_sorted.chr16.chunk00085
16,meta-exonlist_sorted.chr16.chunk00086
16,meta-exonlist_sorted.chr16.chunk00087
16,meta-exonlist_sorted.chr16.chunk00088
16,meta-exonlist_sorted.chr16.chunk00089
16,meta-exonlist_sorted.chr16.chunk00090
16,meta-exonlist_sorted.chr16.chunk00091
16,meta-exonlist_sorted.chr16.chunk00092
16,meta-exonlist_sorted.chr16.chunk00093
16,meta-exonlist_sorted.chr16.chunk00094
16,meta-exonlist_sorted.chr16.chunk00095
16,meta-exonlist_sorted.chr16.chunk00096
16,meta-exonlist_sorted.chr16.chunk00097
16,meta-exonlist_sorted.chr16.chunk00098
16,meta-exonlist_sorted.chr16.chunk00099
16,meta-exonlist_sorted.chr16.chunk00100
16,meta-exonlist_sorted.chr16.chunk00101
16,meta-exonlist_sorted.chr16.chunk00102
16,meta-exonlist_sorted.chr16.chunk00103
