CHR,featureChunkFile
7,meta-exonlist_sorted.chr7.chunk00000
7,meta-exonlist_sorted.chr7.chunk00001
7,meta-exonlist_sorted.chr7.chunk00002
7,meta-exonlist_sorted.chr7.chunk00003
7,meta-exonlist_sorted.chr7.chunk00004
7,meta-exonlist_sorted.chr7.chunk00005
7,meta-exonlist_sorted.chr7.chunk00006
7,meta-exonlist_sorted.chr7.chunk00007
7,meta-exonlist_sorted.chr7.chunk00008
7,meta-exonlist_sorted.chr7.chunk00009
7,meta-exonlist_sorted.chr7.chunk00010
7,meta-exonlist_sorted.chr7.chunk00011
7,meta-exonlist_sorted.chr7.chunk00012
7,meta-exonlist_sorted.chr7.chunk00013
7,meta-exonlist_sorted.chr7.chunk00014
7,meta-exonlist_sorted.chr7.chunk00015
7,meta-exonlist_sorted.chr7.chunk00016
7,meta-exonlist_sorted.chr7.chunk00017
7,meta-exonlist_sorted.chr7.chunk00018
7,meta-exonlist_sorted.chr7.chunk00019
7,meta-exonlist_sorted.chr7.chunk00020
7,meta-exonlist_sorted.chr7.chunk00021
7,meta-exonlist_sorted.chr7.chunk00022
7,meta-exonlist_sorted.chr7.chunk00023
7,meta-exonlist_sorted.chr7.chunk00024
7,meta-exonlist_sorted.chr7.chunk00025
7,meta-exonlist_sorted.chr7.chunk00026
7,meta-exonlist_sorted.chr7.chunk00027
7,meta-exonlist_sorted.chr7.chunk00028
7,meta-exonlist_sorted.chr7.chunk00029
7,meta-exonlist_sorted.chr7.chunk00030
7,meta-exonlist_sorted.chr7.chunk00031
7,meta-exonlist_sorted.chr7.chunk00032
7,meta-exonlist_sorted.chr7.chunk00033
7,meta-exonlist_sorted.chr7.chunk00034
7,meta-exonlist_sorted.chr7.chunk00035
7,meta-exonlist_sorted.chr7.chunk00036
7,meta-exonlist_sorted.chr7.chunk00037
7,meta-exonlist_sorted.chr7.chunk00038
7,meta-exonlist_sorted.chr7.chunk00039
7,meta-exonlist_sorted.chr7.chunk00040
7,meta-exonlist_sorted.chr7.chunk00041
7,meta-exonlist_sorted.chr7.chunk00042
7,meta-exonlist_sorted.chr7.chunk00043
7,meta-exonlist_sorted.chr7.chunk00044
7,meta-exonlist_sorted.chr7.chunk00045
7,meta-exonlist_sorted.chr7.chunk00046
7,meta-exonlist_sorted.chr7.chunk00047
7,meta-exonlist_sorted.chr7.chunk00048
7,meta-exonlist_sorted.chr7.chunk00049
7,meta-exonlist_sorted.chr7.chunk00050
7,meta-exonlist_sorted.chr7.chunk00051
7,meta-exonlist_sorted.chr7.chunk00052
7,meta-exonlist_sorted.chr7.chunk00053
7,meta-exonlist_sorted.chr7.chunk00054
7,meta-exonlist_sorted.chr7.chunk00055
7,meta-exonlist_sorted.chr7.chunk00056
7,meta-exonlist_sorted.chr7.chunk00057
7,meta-exonlist_sorted.chr7.chunk00058
7,meta-exonlist_sorted.chr7.chunk00059
7,meta-exonlist_sorted.chr7.chunk00060
7,meta-exonlist_sorted.chr7.chunk00061
7,meta-exonlist_sorted.chr7.chunk00062
7,meta-exonlist_sorted.chr7.chunk00063
7,meta-exonlist_sorted.chr7.chunk00064
7,meta-exonlist_sorted.chr7.chunk00065
7,meta-exonlist_sorted.chr7.chunk00066
7,meta-exonlist_sorted.chr7.chunk00067
7,meta-exonlist_sorted.chr7.chunk00068
7,meta-exonlist_sorted.chr7.chunk00069
7,meta-exonlist_sorted.chr7.chunk00070
7,meta-exonlist_sorted.chr7.chunk00071
7,meta-exonlist_sorted.chr7.chunk00072
7,meta-exonlist_sorted.chr7.chunk00073
7,meta-exonlist_sorted.chr7.chunk00074
7,meta-exonlist_sorted.chr7.chunk00075
7,meta-exonlist_sorted.chr7.chunk00076
7,meta-exonlist_sorted.chr7.chunk00077
7,meta-exonlist_sorted.chr7.chunk00078
7,meta-exonlist_sorted.chr7.chunk00079
7,meta-exonlist_sorted.chr7.chunk00080
7,meta-exonlist_sorted.chr7.chunk00081
7,meta-exonlist_sorted.chr7.chunk00082
7,meta-exonlist_sorted.chr7.chunk00083
7,meta-exonlist_sorted.chr7.chunk00084
7,meta-exonlist_sorted.chr7.chunk00085
7,meta-exonlist_sorted.chr7.chunk00086
7,meta-exonlist_sorted.chr7.chunk00087
7,meta-exonlist_sorted.chr7.chunk00088
7,meta-exonlist_sorted.chr7.chunk00089
7,meta-exonlist_sorted.chr7.chunk00090
7,meta-exonlist_sorted.chr7.chunk00091
7,meta-exonlist_sorted.chr7.chunk00092
7,meta-exonlist_sorted.chr7.chunk00093
7,meta-exonlist_sorted.chr7.chunk00094
7,meta-exonlist_sorted.chr7.chunk00095
7,meta-exonlist_sorted.chr7.chunk00096
7,meta-exonlist_sorted.chr7.chunk00097
7,meta-exonlist_sorted.chr7.chunk00098
7,meta-exonlist_sorted.chr7.chunk00099
7,meta-exonlist_sorted.chr7.chunk00100
