CHR,featureChunkFile
2,meta-exonlist_sorted.chr2.chunk00000
2,meta-exonlist_sorted.chr2.chunk00001
2,meta-exonlist_sorted.chr2.chunk00002
2,meta-exonlist_sorted.chr2.chunk00003
2,meta-exonlist_sorted.chr2.chunk00004
2,meta-exonlist_sorted.chr2.chunk00005
2,meta-exonlist_sorted.chr2.chunk00006
2,meta-exonlist_sorted.chr2.chunk00007
2,meta-exonlist_sorted.chr2.chunk00008
2,meta-exonlist_sorted.chr2.chunk00009
2,meta-exonlist_sorted.chr2.chunk00010
2,meta-exonlist_sorted.chr2.chunk00011
2,meta-exonlist_sorted.chr2.chunk00012
2,meta-exonlist_sorted.chr2.chunk00013
2,meta-exonlist_sorted.chr2.chunk00014
2,meta-exonlist_sorted.chr2.chunk00015
2,meta-exonlist_sorted.chr2.chunk00016
2,meta-exonlist_sorted.chr2.chunk00017
2,meta-exonlist_sorted.chr2.chunk00018
2,meta-exonlist_sorted.chr2.chunk00019
2,meta-exonlist_sorted.chr2.chunk00020
2,meta-exonlist_sorted.chr2.chunk00021
2,meta-exonlist_sorted.chr2.chunk00022
2,meta-exonlist_sorted.chr2.chunk00023
2,meta-exonlist_sorted.chr2.chunk00024
2,meta-exonlist_sorted.chr2.chunk00025
2,meta-exonlist_sorted.chr2.chunk00026
2,meta-exonlist_sorted.chr2.chunk00027
2,meta-exonlist_sorted.chr2.chunk00028
2,meta-exonlist_sorted.chr2.chunk00029
2,meta-exonlist_sorted.chr2.chunk00030
2,meta-exonlist_sorted.chr2.chunk00031
2,meta-exonlist_sorted.chr2.chunk00032
2,meta-exonlist_sorted.chr2.chunk00033
2,meta-exonlist_sorted.chr2.chunk00034
2,meta-exonlist_sorted.chr2.chunk00035
2,meta-exonlist_sorted.chr2.chunk00036
2,meta-exonlist_sorted.chr2.chunk00037
2,meta-exonlist_sorted.chr2.chunk00038
2,meta-exonlist_sorted.chr2.chunk00039
2,meta-exonlist_sorted.chr2.chunk00040
2,meta-exonlist_sorted.chr2.chunk00041
2,meta-exonlist_sorted.chr2.chunk00042
2,meta-exonlist_sorted.chr2.chunk00043
2,meta-exonlist_sorted.chr2.chunk00044
2,meta-exonlist_sorted.chr2.chunk00045
2,meta-exonlist_sorted.chr2.chunk00046
2,meta-exonlist_sorted.chr2.chunk00047
2,meta-exonlist_sorted.chr2.chunk00048
2,meta-exonlist_sorted.chr2.chunk00049
2,meta-exonlist_sorted.chr2.chunk00050
2,meta-exonlist_sorted.chr2.chunk00051
2,meta-exonlist_sorted.chr2.chunk00052
2,meta-exonlist_sorted.chr2.chunk00053
2,meta-exonlist_sorted.chr2.chunk00054
2,meta-exonlist_sorted.chr2.chunk00055
2,meta-exonlist_sorted.chr2.chunk00056
2,meta-exonlist_sorted.chr2.chunk00057
2,meta-exonlist_sorted.chr2.chunk00058
2,meta-exonlist_sorted.chr2.chunk00059
2,meta-exonlist_sorted.chr2.chunk00060
2,meta-exonlist_sorted.chr2.chunk00061
2,meta-exonlist_sorted.chr2.chunk00062
2,meta-exonlist_sorted.chr2.chunk00063
2,meta-exonlist_sorted.chr2.chunk00064
2,meta-exonlist_sorted.chr2.chunk00065
2,meta-exonlist_sorted.chr2.chunk00066
2,meta-exonlist_sorted.chr2.chunk00067
2,meta-exonlist_sorted.chr2.chunk00068
2,meta-exonlist_sorted.chr2.chunk00069
2,meta-exonlist_sorted.chr2.chunk00070
2,meta-exonlist_sorted.chr2.chunk00071
2,meta-exonlist_sorted.chr2.chunk00072
2,meta-exonlist_sorted.chr2.chunk00073
2,meta-exonlist_sorted.chr2.chunk00074
2,meta-exonlist_sorted.chr2.chunk00075
2,meta-exonlist_sorted.chr2.chunk00076
2,meta-exonlist_sorted.chr2.chunk00077
2,meta-exonlist_sorted.chr2.chunk00078
2,meta-exonlist_sorted.chr2.chunk00079
2,meta-exonlist_sorted.chr2.chunk00080
2,meta-exonlist_sorted.chr2.chunk00081
2,meta-exonlist_sorted.chr2.chunk00082
2,meta-exonlist_sorted.chr2.chunk00083
2,meta-exonlist_sorted.chr2.chunk00084
2,meta-exonlist_sorted.chr2.chunk00085
2,meta-exonlist_sorted.chr2.chunk00086
2,meta-exonlist_sorted.chr2.chunk00087
2,meta-exonlist_sorted.chr2.chunk00088
2,meta-exonlist_sorted.chr2.chunk00089
2,meta-exonlist_sorted.chr2.chunk00090
2,meta-exonlist_sorted.chr2.chunk00091
2,meta-exonlist_sorted.chr2.chunk00092
2,meta-exonlist_sorted.chr2.chunk00093
2,meta-exonlist_sorted.chr2.chunk00094
2,meta-exonlist_sorted.chr2.chunk00095
2,meta-exonlist_sorted.chr2.chunk00096
2,meta-exonlist_sorted.chr2.chunk00097
2,meta-exonlist_sorted.chr2.chunk00098
2,meta-exonlist_sorted.chr2.chunk00099
2,meta-exonlist_sorted.chr2.chunk00100
2,meta-exonlist_sorted.chr2.chunk00101
2,meta-exonlist_sorted.chr2.chunk00102
2,meta-exonlist_sorted.chr2.chunk00103
2,meta-exonlist_sorted.chr2.chunk00104
2,meta-exonlist_sorted.chr2.chunk00105
2,meta-exonlist_sorted.chr2.chunk00106
2,meta-exonlist_sorted.chr2.chunk00107
2,meta-exonlist_sorted.chr2.chunk00108
