CHR,featureChunkFile
22,meta-exonlist_sorted.chr22.chunk00000
22,meta-exonlist_sorted.chr22.chunk00001
22,meta-exonlist_sorted.chr22.chunk00002
22,meta-exonlist_sorted.chr22.chunk00003
22,meta-exonlist_sorted.chr22.chunk00004
22,meta-exonlist_sorted.chr22.chunk00005
22,meta-exonlist_sorted.chr22.chunk00006
22,meta-exonlist_sorted.chr22.chunk00007
22,meta-exonlist_sorted.chr22.chunk00008
22,meta-exonlist_sorted.chr22.chunk00009
22,meta-exonlist_sorted.chr22.chunk00010
22,meta-exonlist_sorted.chr22.chunk00011
22,meta-exonlist_sorted.chr22.chunk00012
22,meta-exonlist_sorted.chr22.chunk00013
22,meta-exonlist_sorted.chr22.chunk00014
22,meta-exonlist_sorted.chr22.chunk00015
22,meta-exonlist_sorted.chr22.chunk00016
22,meta-exonlist_sorted.chr22.chunk00017
22,meta-exonlist_sorted.chr22.chunk00018
22,meta-exonlist_sorted.chr22.chunk00019
22,meta-exonlist_sorted.chr22.chunk00020
22,meta-exonlist_sorted.chr22.chunk00021
22,meta-exonlist_sorted.chr22.chunk00022
22,meta-exonlist_sorted.chr22.chunk00023
22,meta-exonlist_sorted.chr22.chunk00024
22,meta-exonlist_sorted.chr22.chunk00025
22,meta-exonlist_sorted.chr22.chunk00026
22,meta-exonlist_sorted.chr22.chunk00027
22,meta-exonlist_sorted.chr22.chunk00028
22,meta-exonlist_sorted.chr22.chunk00029
22,meta-exonlist_sorted.chr22.chunk00030
22,meta-exonlist_sorted.chr22.chunk00031
22,meta-exonlist_sorted.chr22.chunk00032
22,meta-exonlist_sorted.chr22.chunk00033
22,meta-exonlist_sorted.chr22.chunk00034
22,meta-exonlist_sorted.chr22.chunk00035
22,meta-exonlist_sorted.chr22.chunk00036
22,meta-exonlist_sorted.chr22.chunk00037
22,meta-exonlist_sorted.chr22.chunk00038
22,meta-exonlist_sorted.chr22.chunk00039
22,meta-exonlist_sorted.chr22.chunk00040
22,meta-exonlist_sorted.chr22.chunk00041
22,meta-exonlist_sorted.chr22.chunk00042
22,meta-exonlist_sorted.chr22.chunk00043
22,meta-exonlist_sorted.chr22.chunk00044
22,meta-exonlist_sorted.chr22.chunk00045
22,meta-exonlist_sorted.chr22.chunk00046
22,meta-exonlist_sorted.chr22.chunk00047
22,meta-exonlist_sorted.chr22.chunk00048
22,meta-exonlist_sorted.chr22.chunk00049
22,meta-exonlist_sorted.chr22.chunk00050
22,meta-exonlist_sorted.chr22.chunk00051
22,meta-exonlist_sorted.chr22.chunk00052
22,meta-exonlist_sorted.chr22.chunk00053
22,meta-exonlist_sorted.chr22.chunk00054
22,meta-exonlist_sorted.chr22.chunk00055
22,meta-exonlist_sorted.chr22.chunk00056
22,meta-exonlist_sorted.chr22.chunk00057
22,meta-exonlist_sorted.chr22.chunk00058
22,meta-exonlist_sorted.chr22.chunk00059
22,meta-exonlist_sorted.chr22.chunk00060
22,meta-exonlist_sorted.chr22.chunk00061
22,meta-exonlist_sorted.chr22.chunk00062
22,meta-exonlist_sorted.chr22.chunk00063
22,meta-exonlist_sorted.chr22.chunk00064
22,meta-exonlist_sorted.chr22.chunk00065
22,meta-exonlist_sorted.chr22.chunk00066
22,meta-exonlist_sorted.chr22.chunk00067
22,meta-exonlist_sorted.chr22.chunk00068
22,meta-exonlist_sorted.chr22.chunk00069
22,meta-exonlist_sorted.chr22.chunk00070
22,meta-exonlist_sorted.chr22.chunk00071
22,meta-exonlist_sorted.chr22.chunk00072
22,meta-exonlist_sorted.chr22.chunk00073
22,meta-exonlist_sorted.chr22.chunk00074
22,meta-exonlist_sorted.chr22.chunk00075
22,meta-exonlist_sorted.chr22.chunk00076
22,meta-exonlist_sorted.chr22.chunk00077
22,meta-exonlist_sorted.chr22.chunk00078
22,meta-exonlist_sorted.chr22.chunk00079
22,meta-exonlist_sorted.chr22.chunk00080
22,meta-exonlist_sorted.chr22.chunk00081
22,meta-exonlist_sorted.chr22.chunk00082
22,meta-exonlist_sorted.chr22.chunk00083
22,meta-exonlist_sorted.chr22.chunk00084
22,meta-exonlist_sorted.chr22.chunk00085
22,meta-exonlist_sorted.chr22.chunk00086
22,meta-exonlist_sorted.chr22.chunk00087
22,meta-exonlist_sorted.chr22.chunk00088
22,meta-exonlist_sorted.chr22.chunk00089
22,meta-exonlist_sorted.chr22.chunk00090
22,meta-exonlist_sorted.chr22.chunk00091
22,meta-exonlist_sorted.chr22.chunk00092
22,meta-exonlist_sorted.chr22.chunk00093
22,meta-exonlist_sorted.chr22.chunk00094
22,meta-exonlist_sorted.chr22.chunk00095
22,meta-exonlist_sorted.chr22.chunk00096
22,meta-exonlist_sorted.chr22.chunk00097
22,meta-exonlist_sorted.chr22.chunk00098
22,meta-exonlist_sorted.chr22.chunk00099
22,meta-exonlist_sorted.chr22.chunk00100
22,meta-exonlist_sorted.chr22.chunk00101
22,meta-exonlist_sorted.chr22.chunk00102
22,meta-exonlist_sorted.chr22.chunk00103
22,meta-exonlist_sorted.chr22.chunk00104
22,meta-exonlist_sorted.chr22.chunk00105
22,meta-exonlist_sorted.chr22.chunk00106
22,meta-exonlist_sorted.chr22.chunk00107
22,meta-exonlist_sorted.chr22.chunk00108
22,meta-exonlist_sorted.chr22.chunk00109
22,meta-exonlist_sorted.chr22.chunk00110
22,meta-exonlist_sorted.chr22.chunk00111
22,meta-exonlist_sorted.chr22.chunk00112
22,meta-exonlist_sorted.chr22.chunk00113
