CHR,featureChunkFile
21,meta-exonlist_sorted.chr21.chunk00000
21,meta-exonlist_sorted.chr21.chunk00001
21,meta-exonlist_sorted.chr21.chunk00002
21,meta-exonlist_sorted.chr21.chunk00003
21,meta-exonlist_sorted.chr21.chunk00004
21,meta-exonlist_sorted.chr21.chunk00005
21,meta-exonlist_sorted.chr21.chunk00006
21,meta-exonlist_sorted.chr21.chunk00007
21,meta-exonlist_sorted.chr21.chunk00008
21,meta-exonlist_sorted.chr21.chunk00009
21,meta-exonlist_sorted.chr21.chunk00010
21,meta-exonlist_sorted.chr21.chunk00011
21,meta-exonlist_sorted.chr21.chunk00012
21,meta-exonlist_sorted.chr21.chunk00013
21,meta-exonlist_sorted.chr21.chunk00014
21,meta-exonlist_sorted.chr21.chunk00015
21,meta-exonlist_sorted.chr21.chunk00016
21,meta-exonlist_sorted.chr21.chunk00017
21,meta-exonlist_sorted.chr21.chunk00018
21,meta-exonlist_sorted.chr21.chunk00019
21,meta-exonlist_sorted.chr21.chunk00020
21,meta-exonlist_sorted.chr21.chunk00021
21,meta-exonlist_sorted.chr21.chunk00022
21,meta-exonlist_sorted.chr21.chunk00023
21,meta-exonlist_sorted.chr21.chunk00024
21,meta-exonlist_sorted.chr21.chunk00025
21,meta-exonlist_sorted.chr21.chunk00026
21,meta-exonlist_sorted.chr21.chunk00027
21,meta-exonlist_sorted.chr21.chunk00028
21,meta-exonlist_sorted.chr21.chunk00029
21,meta-exonlist_sorted.chr21.chunk00030
21,meta-exonlist_sorted.chr21.chunk00031
21,meta-exonlist_sorted.chr21.chunk00032
21,meta-exonlist_sorted.chr21.chunk00033
21,meta-exonlist_sorted.chr21.chunk00034
21,meta-exonlist_sorted.chr21.chunk00035
21,meta-exonlist_sorted.chr21.chunk00036
21,meta-exonlist_sorted.chr21.chunk00037
21,meta-exonlist_sorted.chr21.chunk00038
21,meta-exonlist_sorted.chr21.chunk00039
21,meta-exonlist_sorted.chr21.chunk00040
21,meta-exonlist_sorted.chr21.chunk00041
21,meta-exonlist_sorted.chr21.chunk00042
21,meta-exonlist_sorted.chr21.chunk00043
21,meta-exonlist_sorted.chr21.chunk00044
21,meta-exonlist_sorted.chr21.chunk00045
21,meta-exonlist_sorted.chr21.chunk00046
21,meta-exonlist_sorted.chr21.chunk00047
21,meta-exonlist_sorted.chr21.chunk00048
21,meta-exonlist_sorted.chr21.chunk00049
21,meta-exonlist_sorted.chr21.chunk00050
21,meta-exonlist_sorted.chr21.chunk00051
21,meta-exonlist_sorted.chr21.chunk00052
21,meta-exonlist_sorted.chr21.chunk00053
21,meta-exonlist_sorted.chr21.chunk00054
21,meta-exonlist_sorted.chr21.chunk00055
21,meta-exonlist_sorted.chr21.chunk00056
21,meta-exonlist_sorted.chr21.chunk00057
21,meta-exonlist_sorted.chr21.chunk00058
21,meta-exonlist_sorted.chr21.chunk00059
21,meta-exonlist_sorted.chr21.chunk00060
21,meta-exonlist_sorted.chr21.chunk00061
21,meta-exonlist_sorted.chr21.chunk00062
21,meta-exonlist_sorted.chr21.chunk00063
21,meta-exonlist_sorted.chr21.chunk00064
21,meta-exonlist_sorted.chr21.chunk00065
21,meta-exonlist_sorted.chr21.chunk00066
21,meta-exonlist_sorted.chr21.chunk00067
21,meta-exonlist_sorted.chr21.chunk00068
21,meta-exonlist_sorted.chr21.chunk00069
21,meta-exonlist_sorted.chr21.chunk00070
21,meta-exonlist_sorted.chr21.chunk00071
21,meta-exonlist_sorted.chr21.chunk00072
21,meta-exonlist_sorted.chr21.chunk00073
21,meta-exonlist_sorted.chr21.chunk00074
21,meta-exonlist_sorted.chr21.chunk00075
21,meta-exonlist_sorted.chr21.chunk00076
21,meta-exonlist_sorted.chr21.chunk00077
21,meta-exonlist_sorted.chr21.chunk00078
21,meta-exonlist_sorted.chr21.chunk00079
21,meta-exonlist_sorted.chr21.chunk00080
21,meta-exonlist_sorted.chr21.chunk00081
21,meta-exonlist_sorted.chr21.chunk00082
21,meta-exonlist_sorted.chr21.chunk00083
21,meta-exonlist_sorted.chr21.chunk00084
21,meta-exonlist_sorted.chr21.chunk00085
21,meta-exonlist_sorted.chr21.chunk00086
21,meta-exonlist_sorted.chr21.chunk00087
21,meta-exonlist_sorted.chr21.chunk00088
21,meta-exonlist_sorted.chr21.chunk00089
21,meta-exonlist_sorted.chr21.chunk00090
21,meta-exonlist_sorted.chr21.chunk00091
21,meta-exonlist_sorted.chr21.chunk00092
21,meta-exonlist_sorted.chr21.chunk00093
21,meta-exonlist_sorted.chr21.chunk00094
21,meta-exonlist_sorted.chr21.chunk00095
21,meta-exonlist_sorted.chr21.chunk00096
21,meta-exonlist_sorted.chr21.chunk00097
21,meta-exonlist_sorted.chr21.chunk00098
21,meta-exonlist_sorted.chr21.chunk00099
21,meta-exonlist_sorted.chr21.chunk00100
21,meta-exonlist_sorted.chr21.chunk00101
21,meta-exonlist_sorted.chr21.chunk00102
21,meta-exonlist_sorted.chr21.chunk00103
21,meta-exonlist_sorted.chr21.chunk00104
21,meta-exonlist_sorted.chr21.chunk00105
21,meta-exonlist_sorted.chr21.chunk00106
21,meta-exonlist_sorted.chr21.chunk00107
21,meta-exonlist_sorted.chr21.chunk00108
21,meta-exonlist_sorted.chr21.chunk00109
