CHR,featureChunkFile
10,meta-exonlist_sorted.chr10.chunk00000
10,meta-exonlist_sorted.chr10.chunk00001
10,meta-exonlist_sorted.chr10.chunk00002
10,meta-exonlist_sorted.chr10.chunk00003
10,meta-exonlist_sorted.chr10.chunk00004
10,meta-exonlist_sorted.chr10.chunk00005
10,meta-exonlist_sorted.chr10.chunk00006
10,meta-exonlist_sorted.chr10.chunk00007
10,meta-exonlist_sorted.chr10.chunk00008
10,meta-exonlist_sorted.chr10.chunk00009
10,meta-exonlist_sorted.chr10.chunk00010
10,meta-exonlist_sorted.chr10.chunk00011
10,meta-exonlist_sorted.chr10.chunk00012
10,meta-exonlist_sorted.chr10.chunk00013
10,meta-exonlist_sorted.chr10.chunk00014
10,meta-exonlist_sorted.chr10.chunk00015
10,meta-exonlist_sorted.chr10.chunk00016
10,meta-exonlist_sorted.chr10.chunk00017
10,meta-exonlist_sorted.chr10.chunk00018
10,meta-exonlist_sorted.chr10.chunk00019
10,meta-exonlist_sorted.chr10.chunk00020
10,meta-exonlist_sorted.chr10.chunk00021
10,meta-exonlist_sorted.chr10.chunk00022
10,meta-exonlist_sorted.chr10.chunk00023
10,meta-exonlist_sorted.chr10.chunk00024
10,meta-exonlist_sorted.chr10.chunk00025
10,meta-exonlist_sorted.chr10.chunk00026
10,meta-exonlist_sorted.chr10.chunk00027
10,meta-exonlist_sorted.chr10.chunk00028
10,meta-exonlist_sorted.chr10.chunk00029
10,meta-exonlist_sorted.chr10.chunk00030
10,meta-exonlist_sorted.chr10.chunk00031
10,meta-exonlist_sorted.chr10.chunk00032
10,meta-exonlist_sorted.chr10.chunk00033
10,meta-exonlist_sorted.chr10.chunk00034
10,meta-exonlist_sorted.chr10.chunk00035
10,meta-exonlist_sorted.chr10.chunk00036
10,meta-exonlist_sorted.chr10.chunk00037
10,meta-exonlist_sorted.chr10.chunk00038
10,meta-exonlist_sorted.chr10.chunk00039
10,meta-exonlist_sorted.chr10.chunk00040
10,meta-exonlist_sorted.chr10.chunk00041
10,meta-exonlist_sorted.chr10.chunk00042
10,meta-exonlist_sorted.chr10.chunk00043
10,meta-exonlist_sorted.chr10.chunk00044
10,meta-exonlist_sorted.chr10.chunk00045
10,meta-exonlist_sorted.chr10.chunk00046
10,meta-exonlist_sorted.chr10.chunk00047
10,meta-exonlist_sorted.chr10.chunk00048
10,meta-exonlist_sorted.chr10.chunk00049
10,meta-exonlist_sorted.chr10.chunk00050
10,meta-exonlist_sorted.chr10.chunk00051
10,meta-exonlist_sorted.chr10.chunk00052
10,meta-exonlist_sorted.chr10.chunk00053
10,meta-exonlist_sorted.chr10.chunk00054
10,meta-exonlist_sorted.chr10.chunk00055
10,meta-exonlist_sorted.chr10.chunk00056
10,meta-exonlist_sorted.chr10.chunk00057
10,meta-exonlist_sorted.chr10.chunk00058
10,meta-exonlist_sorted.chr10.chunk00059
10,meta-exonlist_sorted.chr10.chunk00060
10,meta-exonlist_sorted.chr10.chunk00061
10,meta-exonlist_sorted.chr10.chunk00062
10,meta-exonlist_sorted.chr10.chunk00063
10,meta-exonlist_sorted.chr10.chunk00064
10,meta-exonlist_sorted.chr10.chunk00065
10,meta-exonlist_sorted.chr10.chunk00066
10,meta-exonlist_sorted.chr10.chunk00067
10,meta-exonlist_sorted.chr10.chunk00068
10,meta-exonlist_sorted.chr10.chunk00069
10,meta-exonlist_sorted.chr10.chunk00070
10,meta-exonlist_sorted.chr10.chunk00071
10,meta-exonlist_sorted.chr10.chunk00072
10,meta-exonlist_sorted.chr10.chunk00073
10,meta-exonlist_sorted.chr10.chunk00074
10,meta-exonlist_sorted.chr10.chunk00075
