CHR,featureChunkFile
6,meta-exonlist_sorted.chr6.chunk00000
6,meta-exonlist_sorted.chr6.chunk00001
6,meta-exonlist_sorted.chr6.chunk00002
6,meta-exonlist_sorted.chr6.chunk00003
6,meta-exonlist_sorted.chr6.chunk00004
6,meta-exonlist_sorted.chr6.chunk00005
6,meta-exonlist_sorted.chr6.chunk00006
6,meta-exonlist_sorted.chr6.chunk00007
6,meta-exonlist_sorted.chr6.chunk00008
6,meta-exonlist_sorted.chr6.chunk00009
6,meta-exonlist_sorted.chr6.chunk00010
6,meta-exonlist_sorted.chr6.chunk00011
6,meta-exonlist_sorted.chr6.chunk00012
6,meta-exonlist_sorted.chr6.chunk00013
6,meta-exonlist_sorted.chr6.chunk00014
6,meta-exonlist_sorted.chr6.chunk00015
6,meta-exonlist_sorted.chr6.chunk00016
6,meta-exonlist_sorted.chr6.chunk00017
6,meta-exonlist_sorted.chr6.chunk00018
6,meta-exonlist_sorted.chr6.chunk00019
6,meta-exonlist_sorted.chr6.chunk00020
6,meta-exonlist_sorted.chr6.chunk00021
6,meta-exonlist_sorted.chr6.chunk00022
6,meta-exonlist_sorted.chr6.chunk00023
6,meta-exonlist_sorted.chr6.chunk00024
6,meta-exonlist_sorted.chr6.chunk00025
6,meta-exonlist_sorted.chr6.chunk00026
6,meta-exonlist_sorted.chr6.chunk00027
6,meta-exonlist_sorted.chr6.chunk00028
6,meta-exonlist_sorted.chr6.chunk00029
6,meta-exonlist_sorted.chr6.chunk00030
6,meta-exonlist_sorted.chr6.chunk00031
6,meta-exonlist_sorted.chr6.chunk00032
6,meta-exonlist_sorted.chr6.chunk00033
6,meta-exonlist_sorted.chr6.chunk00034
6,meta-exonlist_sorted.chr6.chunk00035
6,meta-exonlist_sorted.chr6.chunk00036
6,meta-exonlist_sorted.chr6.chunk00037
6,meta-exonlist_sorted.chr6.chunk00038
6,meta-exonlist_sorted.chr6.chunk00039
6,meta-exonlist_sorted.chr6.chunk00040
6,meta-exonlist_sorted.chr6.chunk00041
6,meta-exonlist_sorted.chr6.chunk00042
6,meta-exonlist_sorted.chr6.chunk00043
6,meta-exonlist_sorted.chr6.chunk00044
6,meta-exonlist_sorted.chr6.chunk00045
6,meta-exonlist_sorted.chr6.chunk00046
6,meta-exonlist_sorted.chr6.chunk00047
6,meta-exonlist_sorted.chr6.chunk00048
6,meta-exonlist_sorted.chr6.chunk00049
6,meta-exonlist_sorted.chr6.chunk00050
6,meta-exonlist_sorted.chr6.chunk00051
6,meta-exonlist_sorted.chr6.chunk00052
6,meta-exonlist_sorted.chr6.chunk00053
6,meta-exonlist_sorted.chr6.chunk00054
6,meta-exonlist_sorted.chr6.chunk00055
6,meta-exonlist_sorted.chr6.chunk00056
6,meta-exonlist_sorted.chr6.chunk00057
6,meta-exonlist_sorted.chr6.chunk00058
6,meta-exonlist_sorted.chr6.chunk00059
6,meta-exonlist_sorted.chr6.chunk00060
6,meta-exonlist_sorted.chr6.chunk00061
6,meta-exonlist_sorted.chr6.chunk00062
6,meta-exonlist_sorted.chr6.chunk00063
6,meta-exonlist_sorted.chr6.chunk00064
6,meta-exonlist_sorted.chr6.chunk00065
6,meta-exonlist_sorted.chr6.chunk00066
6,meta-exonlist_sorted.chr6.chunk00067
6,meta-exonlist_sorted.chr6.chunk00068
6,meta-exonlist_sorted.chr6.chunk00069
6,meta-exonlist_sorted.chr6.chunk00070
6,meta-exonlist_sorted.chr6.chunk00071
6,meta-exonlist_sorted.chr6.chunk00072
6,meta-exonlist_sorted.chr6.chunk00073
6,meta-exonlist_sorted.chr6.chunk00074
6,meta-exonlist_sorted.chr6.chunk00075
6,meta-exonlist_sorted.chr6.chunk00076
6,meta-exonlist_sorted.chr6.chunk00077
6,meta-exonlist_sorted.chr6.chunk00078
