CHR,featureChunkFile
15,meta-exonlist_sorted.chr15.chunk00000
15,meta-exonlist_sorted.chr15.chunk00001
15,meta-exonlist_sorted.chr15.chunk00002
15,meta-exonlist_sorted.chr15.chunk00003
15,meta-exonlist_sorted.chr15.chunk00004
15,meta-exonlist_sorted.chr15.chunk00005
15,meta-exonlist_sorted.chr15.chunk00006
15,meta-exonlist_sorted.chr15.chunk00007
15,meta-exonlist_sorted.chr15.chunk00008
15,meta-exonlist_sorted.chr15.chunk00009
15,meta-exonlist_sorted.chr15.chunk00010
15,meta-exonlist_sorted.chr15.chunk00011
15,meta-exonlist_sorted.chr15.chunk00012
15,meta-exonlist_sorted.chr15.chunk00013
15,meta-exonlist_sorted.chr15.chunk00014
15,meta-exonlist_sorted.chr15.chunk00015
15,meta-exonlist_sorted.chr15.chunk00016
15,meta-exonlist_sorted.chr15.chunk00017
15,meta-exonlist_sorted.chr15.chunk00018
15,meta-exonlist_sorted.chr15.chunk00019
15,meta-exonlist_sorted.chr15.chunk00020
15,meta-exonlist_sorted.chr15.chunk00021
15,meta-exonlist_sorted.chr15.chunk00022
15,meta-exonlist_sorted.chr15.chunk00023
15,meta-exonlist_sorted.chr15.chunk00024
15,meta-exonlist_sorted.chr15.chunk00025
15,meta-exonlist_sorted.chr15.chunk00026
15,meta-exonlist_sorted.chr15.chunk00027
15,meta-exonlist_sorted.chr15.chunk00028
15,meta-exonlist_sorted.chr15.chunk00029
15,meta-exonlist_sorted.chr15.chunk00030
15,meta-exonlist_sorted.chr15.chunk00031
15,meta-exonlist_sorted.chr15.chunk00032
15,meta-exonlist_sorted.chr15.chunk00033
15,meta-exonlist_sorted.chr15.chunk00034
15,meta-exonlist_sorted.chr15.chunk00035
15,meta-exonlist_sorted.chr15.chunk00036
15,meta-exonlist_sorted.chr15.chunk00037
15,meta-exonlist_sorted.chr15.chunk00038
15,meta-exonlist_sorted.chr15.chunk00039
15,meta-exonlist_sorted.chr15.chunk00040
15,meta-exonlist_sorted.chr15.chunk00041
15,meta-exonlist_sorted.chr15.chunk00042
15,meta-exonlist_sorted.chr15.chunk00043
15,meta-exonlist_sorted.chr15.chunk00044
15,meta-exonlist_sorted.chr15.chunk00045
15,meta-exonlist_sorted.chr15.chunk00046
15,meta-exonlist_sorted.chr15.chunk00047
15,meta-exonlist_sorted.chr15.chunk00048
15,meta-exonlist_sorted.chr15.chunk00049
15,meta-exonlist_sorted.chr15.chunk00050
15,meta-exonlist_sorted.chr15.chunk00051
15,meta-exonlist_sorted.chr15.chunk00052
15,meta-exonlist_sorted.chr15.chunk00053
15,meta-exonlist_sorted.chr15.chunk00054
15,meta-exonlist_sorted.chr15.chunk00055
15,meta-exonlist_sorted.chr15.chunk00056
15,meta-exonlist_sorted.chr15.chunk00057
15,meta-exonlist_sorted.chr15.chunk00058
15,meta-exonlist_sorted.chr15.chunk00059
15,meta-exonlist_sorted.chr15.chunk00060
