CHR,featureChunkFile
3,meta-exonlist_sorted.chr3.chunk00000
3,meta-exonlist_sorted.chr3.chunk00001
3,meta-exonlist_sorted.chr3.chunk00002
3,meta-exonlist_sorted.chr3.chunk00003
3,meta-exonlist_sorted.chr3.chunk00004
3,meta-exonlist_sorted.chr3.chunk00005
3,meta-exonlist_sorted.chr3.chunk00006
3,meta-exonlist_sorted.chr3.chunk00007
3,meta-exonlist_sorted.chr3.chunk00008
3,meta-exonlist_sorted.chr3.chunk00009
3,meta-exonlist_sorted.chr3.chunk00010
3,meta-exonlist_sorted.chr3.chunk00011
3,meta-exonlist_sorted.chr3.chunk00012
3,meta-exonlist_sorted.chr3.chunk00013
3,meta-exonlist_sorted.chr3.chunk00014
3,meta-exonlist_sorted.chr3.chunk00015
3,meta-exonlist_sorted.chr3.chunk00016
3,meta-exonlist_sorted.chr3.chunk00017
3,meta-exonlist_sorted.chr3.chunk00018
3,meta-exonlist_sorted.chr3.chunk00019
3,meta-exonlist_sorted.chr3.chunk00020
3,meta-exonlist_sorted.chr3.chunk00021
3,meta-exonlist_sorted.chr3.chunk00022
3,meta-exonlist_sorted.chr3.chunk00023
3,meta-exonlist_sorted.chr3.chunk00024
3,meta-exonlist_sorted.chr3.chunk00025
3,meta-exonlist_sorted.chr3.chunk00026
3,meta-exonlist_sorted.chr3.chunk00027
3,meta-exonlist_sorted.chr3.chunk00028
3,meta-exonlist_sorted.chr3.chunk00029
3,meta-exonlist_sorted.chr3.chunk00030
3,meta-exonlist_sorted.chr3.chunk00031
3,meta-exonlist_sorted.chr3.chunk00032
3,meta-exonlist_sorted.chr3.chunk00033
3,meta-exonlist_sorted.chr3.chunk00034
3,meta-exonlist_sorted.chr3.chunk00035
3,meta-exonlist_sorted.chr3.chunk00036
3,meta-exonlist_sorted.chr3.chunk00037
3,meta-exonlist_sorted.chr3.chunk00038
3,meta-exonlist_sorted.chr3.chunk00039
3,meta-exonlist_sorted.chr3.chunk00040
3,meta-exonlist_sorted.chr3.chunk00041
3,meta-exonlist_sorted.chr3.chunk00042
3,meta-exonlist_sorted.chr3.chunk00043
