CHR,featureChunkFile
19,meta-exonlist_sorted.chr19.chunk00000
19,meta-exonlist_sorted.chr19.chunk00001
19,meta-exonlist_sorted.chr19.chunk00002
19,meta-exonlist_sorted.chr19.chunk00003
19,meta-exonlist_sorted.chr19.chunk00004
19,meta-exonlist_sorted.chr19.chunk00005
19,meta-exonlist_sorted.chr19.chunk00006
19,meta-exonlist_sorted.chr19.chunk00007
19,meta-exonlist_sorted.chr19.chunk00008
19,meta-exonlist_sorted.chr19.chunk00009
19,meta-exonlist_sorted.chr19.chunk00010
19,meta-exonlist_sorted.chr19.chunk00011
19,meta-exonlist_sorted.chr19.chunk00012
19,meta-exonlist_sorted.chr19.chunk00013
19,meta-exonlist_sorted.chr19.chunk00014
19,meta-exonlist_sorted.chr19.chunk00015
19,meta-exonlist_sorted.chr19.chunk00016
19,meta-exonlist_sorted.chr19.chunk00017
19,meta-exonlist_sorted.chr19.chunk00018
19,meta-exonlist_sorted.chr19.chunk00019
19,meta-exonlist_sorted.chr19.chunk00020
19,meta-exonlist_sorted.chr19.chunk00021
19,meta-exonlist_sorted.chr19.chunk00022
19,meta-exonlist_sorted.chr19.chunk00023
19,meta-exonlist_sorted.chr19.chunk00024
19,meta-exonlist_sorted.chr19.chunk00025
19,meta-exonlist_sorted.chr19.chunk00026
19,meta-exonlist_sorted.chr19.chunk00027
19,meta-exonlist_sorted.chr19.chunk00028
19,meta-exonlist_sorted.chr19.chunk00029
19,meta-exonlist_sorted.chr19.chunk00030
19,meta-exonlist_sorted.chr19.chunk00031
19,meta-exonlist_sorted.chr19.chunk00032
19,meta-exonlist_sorted.chr19.chunk00033
19,meta-exonlist_sorted.chr19.chunk00034
19,meta-exonlist_sorted.chr19.chunk00035
19,meta-exonlist_sorted.chr19.chunk00036
19,meta-exonlist_sorted.chr19.chunk00037
19,meta-exonlist_sorted.chr19.chunk00038
19,meta-exonlist_sorted.chr19.chunk00039
19,meta-exonlist_sorted.chr19.chunk00040
19,meta-exonlist_sorted.chr19.chunk00041
19,meta-exonlist_sorted.chr19.chunk00042
19,meta-exonlist_sorted.chr19.chunk00043
19,meta-exonlist_sorted.chr19.chunk00044
19,meta-exonlist_sorted.chr19.chunk00045
19,meta-exonlist_sorted.chr19.chunk00046
19,meta-exonlist_sorted.chr19.chunk00047
19,meta-exonlist_sorted.chr19.chunk00048
19,meta-exonlist_sorted.chr19.chunk00049
19,meta-exonlist_sorted.chr19.chunk00050
