step,protocol,dependencies
s00_CheckIlluminaEncoding,protocols/CheckIlluminaEncoding.sh,
s01_FastQC,protocols/FastQC.sh,s00_CheckIlluminaEncoding
s02_BwaAlign,protocols/BwaAlign.sh,s00_CheckIlluminaEncoding
s03_SamToBam,protocols/SamToBam.sh,s02_BwaAlign
s04_SortBam,protocols/SortBam.sh,s03_SamToBam;inputSortBam=alignedBam;sortedBam=alignedSortedBam;sortedBamIdx=alignedSortedBamIdx
s05_MergeBam,protocols/MergeBam.sh,s04_SortBam;inputMergeBam=alignedSortedBam;inputMergeBamIdx=alignedSortedBamIdx;mergedBam=sampleMergedBam;mergedBamIdx=sampleMergedBamIdx
s06_MarkDuplicates,protocols/MarkDuplicates.sh,s05_MergeBam
s07_Pindel,protocols/Pindel.sh,s06_MarkDuplicates;bamFilePindel=sampleMergedBam;bamFilePindelIdx=sampleMergedBamIdx
s08_IndelRealignment,protocols/IndelRealignment.sh,s06_MarkDuplicates
s09_GenerateCovariateTablesBefore,protocols/GenerateCovariateTables.sh,s08_IndelRealignment;inputGenerateCovariateTablesBam=realignedBam;inputGenerateCovariateTablesBamIdx=realignedBamIdx;outputGenerateCovariateTablesTable=beforeRecalTable;inputGenerateCovariateTablesTable=beforeRecalTable;inputRecal=recalBefore
s10_QualityScoreRecalibration,protocols/QualityScoreRecalibration.sh,s09_GenerateCovariateTablesBefore
s11_GenerateCovariateTablesPost,protocols/GenerateCovariateTables.sh,s10_QualityScoreRecalibration;inputGenerateCovariateTablesBam=BQSRBam;inputGenerateCovariateTablesBamIdx=BQSRBamIdx;outputGenerateCovariateTablesTable=postRecalTable;inputGenerateCovariateTablesTable=beforeRecalTable;inputRecal=recalPost
s12_AnalyzeQualityScoreRecalibration,protocols/AnalyzeQualityScoreRecalibration.sh,s11_GenerateCovariateTablesPost
s13_CollectBamMetrics,protocols/CollectBamMetrics.sh,s12_AnalyzeQualityScoreRecalibration;inputCollectBamMetricsBam=BQSRBam;inputCollectBamMetricsBamIdx=BQSRBamIdx;collectBamMetricsPrefix=collectFinalBamMetricsPrefix
s14_CheckSex,protocols/CheckSex.sh,s13_CollectBamMetrics
s15_VariantCalling,protocols/VariantCalling.sh,s10_QualityScoreRecalibration;s14_CheckSex
s16_MergeChrAndSplitVariants,protocols/MergeChrAndSplitVariants.sh,s15_VariantCalling
s17_SnpFiltration,protocols/SnpFiltration.sh,s16_MergeChrAndSplitVariants
s18_IndelMergeVcf,protocols/IndelMergeVcf.sh,s07_Pindel;s16_MergeChrAndSplitVariants
s19a_SnpEffIndel,protocols/SnpEffIndel.sh,s18_IndelMergeVcf
s19b_SnpEffSNP,protocols/SnpEffSNP.sh,s17_SnpFiltration
s20a_VariantAnnotatorIndel,protocols/VariantAnnotator.sh,s19a_SnpEffIndel;snpEffCallsVcf=snpEffIndelsVcf;variantVcf=sampleIndelsPindelGATKMerged;variantAnnotatorOutputVcf=variantAnnotatorOutputIndelsVcf
s20b_VariantAnnotatorSNP,protocols/SNPAnnotator.sh,s19b_SnpEffSNP;variantVcf=projectSNPsMergedFiltered;variantAnnotatorOutputVcf=variantAnnotatorOutputSnpsVcf
s21_dbNSFPAnnotation,protocols/dbNSFPAnnotation.sh,s20b_VariantAnnotatorSNP
s22a_VcfToTableIndel,protocols/IndelVcfToTable.sh,s20a_VariantAnnotatorIndel;variantsFinalVcf=variantAnnotatorOutputIndelsVcf;variantType=indel;variantsFinalVcfTable=variantAnnotatorOutputIndelsVcfTable
s22b_VcfToTableSNP,protocols/SNPVcfToTable.sh,s21_dbNSFPAnnotation;variantsFinalVcf=outputDbNSFPVcf;variantType=snp;variantsFinalVcfTable=variantAnnotatorOutputSnpsVcfTable
s23_SequenomConcordanceCheck,protocols/SequenomConcordanceCheck.sh,s22a_VcfToTableIndel;22b_VcfToTableSNP
s24_CoveragePerBase,protocols/CoveragePerBase.sh,s22a_VcfToTableIndel;22b_VcfToTableSNP
s25_QCReport,protocols/QCReport.sh,s23_SequenomConcordanceCheck;s13_CollectBamMetrics;s24_CoveragePerBase
s26_CopyToResultsDir,protocols/CopyToResultsDir.sh,s25_QCReport
s27_CountAllFinishedFiles,protocols/CountAllFinishedFiles.sh,s26_CopyToResultsDir
